,Unnamed: 0,月日,黄経差,月齢,こよみ,気象庁,MIRC
138,138,5/18,138.87,11.31,若潮,中潮,中潮
139,139,5/19,149.71,12.31,中潮,中潮,中潮
140,140,5/20,160.6,13.31,中潮,中潮,中潮
141,141,5/21,171.58,14.31,大潮,大潮,大潮
142,142,5/22,182.67,15.31,大潮,大潮,大潮
143,143,5/23,193.91,16.31,大潮,大潮,大潮
144,144,5/24,205.29,17.31,大潮,大潮,大潮
145,145,5/25,216.84,18.31,中潮,中潮,中潮
146,146,5/26,228.58,19.31,中潮,中潮,中潮
147,147,5/27,240.52,20.31,中潮,中潮,中潮
148,148,5/28,252.69,21.31,中潮,小潮,小潮
149,149,5/29,265.15,22.31,小潮,小潮,小潮
150,150,5/30,277.91,23.31,小潮,小潮,小潮
151,151,5/31,291.0,24.31,小潮,長潮,長潮
152,152,6/1,304.42,25.31,長潮,若潮,若潮
153,153,6/2,318.13,26.31,若潮,中潮,中潮
154,154,6/3,332.05,27.31,中潮,中潮,中潮
155,155,6/4,346.06,28.31,中潮,中潮,大潮
156,156,6/5,0.0,0.0,大潮,大潮,大潮
157,157,6/6,13.74,1.0,大潮,大潮,大潮
158,158,6/7,27.13,2.0,大潮,大潮,大潮
159,159,6/8,40.09,3.0,中潮,中潮,中潮
160,160,6/9,52.59,4.0,中潮,中潮,中潮
161,161,6/10,64.63,5.0,中潮,中潮,中潮
162,162,6/11,76.28,6.0,中潮,小潮,小潮
163,163,6/12,87.6,7.0,小潮,小潮,小潮
164,164,6/13,98.68,8.0,小潮,小潮,小潮
165,165,6/14,109.61,9.0,小潮,長潮,長潮
166,166,6/15,120.48,10.0,長潮,若潮,若潮
167,167,6/16,131.36,11.0,若潮,若潮,中潮
168,168,6/17,142.32,12.0,中潮,中潮,中潮
169,169,6/18,153.41,13.0,中潮,中潮,中潮
170,170,6/19,164.67,14.0,大潮,中潮,大潮
171,171,6/20,176.12,15.0,大潮,大潮,大潮
172,172,6/21,187.77,16.0,大潮,大潮,大潮
173,173,6/22,199.61,17.0,大潮,大潮,大潮
174,174,6/23,211.65,18.0,中潮,大潮,中潮
175,175,6/24,223.87,19.0,中潮,中潮,中潮
176,176,6/25,236.29,20.0,中潮,中潮,中潮
177,177,6/26,248.9,21.0,中潮,中潮,小潮
178,178,6/27,261.71,22.0,小潮,小潮,小潮
179,179,6/28,274.74,23.0,小潮,小潮,小潮
180,180,6/29,287.99,24.0,小潮,小潮,長潮
181,181,6/30,301.42,25.0,長潮,若潮,若潮
182,182,7/1,314.98,26.0,若潮,中潮,中潮
183,183,7/2,328.6,27.0,中潮,中潮,中潮
184,184,7/3,342.17,28.0,中潮,中潮,中潮
185,185,7/4,355.58,29.0,大潮,大潮,大潮
186,186,7/5,8.71,0.67,大潮,大潮,大潮
187,187,7/6,21.5,1.67,大潮,大潮,大潮
188,188,7/7,33.91,2.67,大潮,大潮,中潮
189,189,7/8,45.92,3.67,中潮,中潮,中潮
190,190,7/9,57.56,4.67,中潮,中潮,中潮
191,191,7/10,68.9,5.67,中潮,中潮,小潮
192,192,7/11,80.01,6.67,中潮,小潮,小潮
193,193,7/12,90.97,7.67,小潮,小潮,小潮
194,194,7/13,101.87,8.67,小潮,小潮,小潮
195,195,7/14,112.79,9.67,小潮,長潮,長潮
196,196,7/15,123.8,10.67,長潮,若潮,若潮
197,197,7/16,134.98,11.67,若潮,中潮,中潮
198,198,7/17,146.37,12.67,中潮,中潮,中潮
199,199,7/18,158.01,13.67,中潮,中潮,中潮
200,200,7/19,169.92,14.67,大潮,大潮,大潮
201,201,7/20,182.07,15.67,大潮,大潮,大潮
202,202,7/21,194.47,16.67,大潮,大潮,大潮
203,203,7/22,207.07,17.67,大潮,大潮,大潮
204,204,7/23,219.86,18.67,中潮,中潮,中潮
205,205,7/24,232.79,19.67,中潮,中潮,中潮
206,206,7/25,245.84,20.67,中潮,中潮,中潮
207,207,7/26,258.99,21.67,中潮,小潮,小潮
208,208,7/27,272.21,22.67,小潮,小潮,小潮
209,209,7/28,285.47,23.67,小潮,小潮,長潮
210,210,7/29,298.74,24.67,小潮,長潮,若潮
211,211,7/30,311.96,25.67,長潮,若潮,中潮
212,212,7/31,325.08,26.67,若潮,中潮,中潮
213,213,8/1,338.04,27.67,中潮,中潮,中潮
214,214,8/2,350.76,28.67,中潮,大潮,大潮
215,215,8/3,3.22,0.26,大潮,大潮,大潮
216,216,8/4,15.37,1.26,大潮,大潮,大潮
217,217,8/5,27.22,2.26,大潮,大潮,大潮
218,218,8/6,38.77,3.26,中潮,中潮,中潮
219,219,8/7,50.06,4.26,中潮,中潮,中潮
220,220,8/8,61.16,5.26,中潮,中潮,中潮
221,221,8/9,72.12,6.26,中潮,小潮,小潮
222,222,8/10,83.02,7.26,小潮,小潮,小潮
223,223,8/11,93.95,8.26,小潮,小潮,小潮
224,224,8/12,104.97,9.26,小潮,小潮,長潮
225,225,8/13,116.17,10.26,長潮,長潮,若潮
226,226,8/14,127.62,11.26,若潮,若潮,中潮
227,227,8/15,139.36,12.26,中潮,中潮,中潮
228,228,8/16,151.42,13.26,中潮,中潮,中潮
229,229,8/17,163.82,14.26,大潮,中潮,大潮
230,230,8/18,176.54,15.26,大潮,大潮,大潮
231,231,8/19,189.53,16.26,大潮,大潮,大潮
232,232,8/20,202.75,17.26,大潮,大潮,大潮
233,233,8/21,216.11,18.26,中潮,中潮,中潮
234,234,8/22,229.55,19.26,中潮,中潮,中潮
235,235,8/23,242.99,20.26,中潮,中潮,中潮
236,236,8/24,256.36,21.26,中潮,小潮,小潮
237,237,8/25,269.63,22.26,小潮,小潮,小潮
238,238,8/26,282.74,23.26,小潮,小潮,小潮
239,239,8/27,295.67,24.26,小潮,長潮,若潮
240,240,8/28,308.4,25.26,長潮,若潮,中潮
241,241,8/29,320.91,26.26,若潮,中潮,中潮
242,242,8/30,333.19,27.26,中潮,中潮,中潮
243,243,8/31,345.24,28.26,中潮,中潮,大潮
244,244,9/1,357.06,29.26,大潮,大潮,大潮
245,245,9/2,8.64,0.75,大潮,大潮,大潮
246,246,9/3,20.01,1.75,大潮,大潮,大潮
247,247,9/4,31.2,2.75,大潮,大潮,中潮
248,248,9/5,42.23,3.75,中潮,中潮,中潮
249,249,9/6,53.15,4.75,中潮,中潮,中潮
250,250,9/7,64.03,5.75,中潮,中潮,中潮
251,251,9/8,74.93,6.75,中潮,小潮,小潮
252,252,9/9,85.93,7.75,小潮,小潮,小潮
253,253,9/10,97.08,8.75,小潮,小潮,小潮
254,254,9/11,108.49,9.75,小潮,長潮,長潮
255,255,9/12,120.2,10.75,長潮,若潮,若潮
256,256,9/13,132.28,11.75,若潮,中潮,中潮
257,257,9/14,144.77,12.75,中潮,中潮,中潮
258,258,9/15,157.66,13.75,中潮,中潮,中潮
259,259,9/16,170.93,14.75,大潮,大潮,大潮
260,260,9/17,184.51,15.75,大潮,大潮,大潮
261,261,9/18,198.3,16.75,大潮,大潮,大潮
262,262,9/19,212.18,17.75,大潮,大潮,中潮
263,263,9/20,226.02,18.75,中潮,中潮,中潮
264,264,9/21,239.7,19.75,中潮,中潮,中潮
265,265,9/22,253.13,20.75,中潮,小潮,小潮
266,266,9/23,266.27,21.75,中潮,小潮,小潮
267,267,9/24,279.07,22.75,小潮,小潮,小潮
268,268,9/25,291.56,23.75,小潮,長潮,長潮
269,269,9/26,303.75,24.75,小潮,若潮,若潮
270,270,9/27,315.67,25.75,長潮,中潮,中潮
271,271,9/28,327.35,26.75,若潮,中潮,中潮
272,272,9/29,338.83,27.75,中潮,中潮,中潮
273,273,9/30,350.14,28.75,中潮,大潮,大潮
274,274,10/1,1.3,0.12,大潮,大潮,大潮
275,275,10/2,12.34,1.12,大潮,大潮,大潮
276,276,10/3,23.28,2.12,大潮,大潮,大潮
277,277,10/4,34.16,3.12,中潮,大潮,中潮
278,278,10/5,45.01,4.12,中潮,中潮,中潮
279,279,10/6,55.89,5.12,中潮,中潮,中潮
280,280,10/7,66.84,6.12,中潮,中潮,中潮
281,281,10/8,77.94,7.12,小潮,小潮,小潮
282,282,10/9,89.26,8.12,小潮,小潮,小潮
283,283,10/10,100.87,9.12,小潮,小潮,小潮
284,284,10/11,112.84,10.12,長潮,長潮,長潮
285,285,10/12,125.23,11.12,若潮,若潮,若潮
286,286,10/13,138.09,12.12,中潮,中潮,中潮
287,287,10/14,151.41,13.12,中潮,中潮,中潮
288,288,10/15,165.14,14.12,大潮,中潮,大潮
289,289,10/16,179.18,15.12,大潮,大潮,大潮
290,290,10/17,193.4,16.12,大潮,大潮,大潮
291,291,10/18,207.61,17.12,大潮,大潮,大潮
292,292,10/19,221.64,18.12,中潮,中潮,中潮
293,293,10/20,235.36,19.12,中潮,中潮,中潮
294,294,10/21,248.67,20.12,中潮,中潮,小潮
295,295,10/22,261.54,21.12,中潮,小潮,小潮
296,296,10/23,273.98,22.12,小潮,小潮,小潮
297,297,10/24,286.02,23.12,小潮,小潮,長潮
298,298,10/25,297.73,24.12,小潮,長潮,若潮
299,299,10/26,309.17,25.12,長潮,若潮,中潮
300,300,10/27,320.4,26.12,若潮,中潮,中潮
301,301,10/28,331.49,27.12,中潮,中潮,中潮
302,302,10/29,342.46,28.12,中潮,中潮,中潮
303,303,10/30,353.37,29.12,大潮,大潮,大潮
304,304,10/31,4.24,0.39,大潮,大潮,大潮
305,305,11/1,15.09,1.39,大潮,大潮,大潮
306,306,11/2,25.95,2.39,大潮,大潮,大潮
307,307,11/3,36.86,3.39,中潮,中潮,中潮
308,308,11/4,47.83,4.39,中潮,中潮,中潮
309,309,11/5,58.93,5.39,中潮,中潮,中潮
310,310,11/6,70.21,6.39,中潮,中潮,小潮
311,311,11/7,81.73,7.39,小潮,小潮,小潮
312,312,11/8,93.56,8.39,小潮,小潮,小潮
313,313,11/9,105.79,9.39,小潮,小潮,長潮
314,314,11/10,118.46,10.39,長潮,長潮,若潮
315,315,11/11,131.6,11.39,若潮,若潮,中潮
316,316,11/12,145.21,12.39,中潮,中潮,中潮
317,317,11/13,159.22,13.39,中潮,中潮,中潮
318,318,11/14,173.5,14.39,大潮,大潮,大潮
319,319,11/15,187.86,15.39,大潮,大潮,大潮
320,320,11/16,202.11,16.39,大潮,大潮,大潮
321,321,11/17,216.07,17.39,大潮,中潮,中潮
322,322,11/18,229.61,18.39,中潮,中潮,中潮
323,323,11/19,242.65,19.39,中潮,中潮,中潮
324,324,11/20,255.19,20.39,中潮,小潮,小潮
325,325,11/21,267.27,21.39,中潮,小潮,小潮
326,326,11/22,278.94,22.39,小潮,小潮,小潮
327,327,11/23,290.29,23.39,小潮,長潮,長潮
328,328,11/24,301.41,24.39,小潮,若潮,若潮
329,329,11/25,312.37,25.39,長潮,中潮,中潮
330,330,11/26,323.24,26.39,若潮,中潮,中潮
331,331,11/27,334.07,27.39,中潮,中潮,中潮
332,332,11/28,344.9,28.39,中潮,中潮,大潮
333,333,11/29,355.77,29.39,大潮,大潮,大潮
334,334,11/30,6.7,0.61,大潮,大潮,大潮
335,335,12/1,17.7,1.61,大潮,大潮,大潮
336,336,12/2,28.8,2.61,大潮,大潮,大潮
337,337,12/3,40.01,3.61,中潮,中潮,中潮
338,338,12/4,51.38,4.61,中潮,中潮,中潮
339,339,12/5,62.94,5.61,中潮,中潮,中潮
340,340,12/6,74.76,6.61,中潮,小潮,小潮
341,341,12/7,86.89,7.61,小潮,小潮,小潮
342,342,12/8,99.38,8.61,小潮,小潮,小潮
343,343,12/9,112.29,9.61,小潮,長潮,長潮
344,344,12/10,125.62,10.61,長潮,若潮,若潮
345,345,12/11,139.34,11.61,若潮,中潮,中潮
346,346,12/12,153.36,12.61,中潮,中潮,中潮
347,347,12/13,167.54,13.61,中潮,中潮,大潮
348,348,12/14,181.71,14.61,大潮,大潮,大潮
349,349,12/15,195.68,15.61,大潮,大潮,大潮
350,350,12/16,209.3,16.61,大潮,大潮,大潮
351,351,12/17,222.47,17.61,大潮,中潮,中潮
352,352,12/18,235.15,18.61,中潮,中潮,中潮
353,353,12/19,247.34,19.61,中潮,中潮,小潮
354,354,12/20,259.1,20.61,中潮,小潮,小潮
355,355,12/21,270.5,21.61,中潮,小潮,小潮
356,356,12/22,281.63,22.61,小潮,小潮,小潮
357,357,12/23,292.58,23.61,小潮,長潮,長潮
358,358,12/24,303.42,24.61,小潮,若潮,若潮
359,359,12/25,314.24,25.61,長潮,中潮,中潮
360,360,12/26,325.08,26.61,若潮,中潮,中潮
361,361,12/27,336.0,27.61,中潮,中潮,中潮
362,362,12/28,347.02,28.61,中潮,中潮,大潮
363,363,12/29,358.18,29.61,大潮,大潮,大潮
364,364,12/30,9.48,0.84,大潮,大潮,大潮
365,365,12/31,20.93,1.84,大潮,大潮,大潮
