,Unnamed: 0,月日,黄経差,月齢,こよみ,気象庁,MIRC
73,73,3/15,287.39,24.13,小潮,小潮,長潮
74,74,3/16,300.48,25.13,長潮,若潮,若潮
75,75,3/17,313.97,26.13,若潮,中潮,中潮
76,76,3/18,327.82,27.13,中潮,中潮,中潮
77,77,3/19,341.91,28.13,中潮,中潮,中潮
78,78,3/20,356.1,29.13,大潮,大潮,大潮
79,79,3/21,10.23,0.72,大潮,大潮,大潮
80,80,3/22,24.14,1.72,大潮,大潮,大潮
81,81,3/23,37.71,2.72,大潮,中潮,中潮
82,82,3/24,50.87,3.72,中潮,中潮,中潮
83,83,3/25,63.58,4.72,中潮,中潮,中潮
84,84,3/26,75.85,5.72,中潮,小潮,小潮
85,85,3/27,87.71,6.72,中潮,小潮,小潮
86,86,3/28,99.24,7.72,小潮,小潮,小潮
87,87,3/29,110.48,8.72,小潮,長潮,長潮
88,88,3/30,121.52,9.72,小潮,若潮,若潮
89,89,3/31,132.43,10.72,長潮,中潮,中潮
90,90,4/1,143.26,11.72,若潮,中潮,中潮
91,91,4/2,154.07,12.72,中潮,中潮,中潮
92,92,4/3,164.92,13.72,中潮,中潮,大潮
93,93,4/4,175.84,14.72,大潮,大潮,大潮
94,94,4/5,186.86,15.72,大潮,大潮,大潮
95,95,4/6,198.03,16.72,大潮,大潮,大潮
96,96,4/7,209.37,17.72,大潮,大潮,大潮
97,97,4/8,220.91,18.72,中潮,中潮,中潮
98,98,4/9,232.67,19.72,中潮,中潮,中潮
99,99,4/10,244.69,20.72,中潮,中潮,中潮
100,100,4/11,257.0,21.72,中潮,小潮,小潮
101,101,4/12,269.61,22.72,小潮,小潮,小潮
102,102,4/13,282.54,23.72,小潮,小潮,小潮
103,103,4/14,295.78,24.72,小潮,長潮,若潮
104,104,4/15,309.3,25.72,長潮,若潮,中潮
105,105,4/16,323.05,26.72,若潮,中潮,中潮
106,106,4/17,336.93,27.72,中潮,中潮,中潮
107,107,4/18,350.82,28.72,中潮,大潮,大潮
108,108,4/19,4.6,0.34,大潮,大潮,大潮
109,109,4/20,18.15,1.34,大潮,大潮,大潮
110,110,4/21,31.36,2.34,大潮,大潮,中潮
111,111,4/22,44.18,3.34,中潮,中潮,中潮
112,112,4/23,56.56,4.34,中潮,中潮,中潮
113,113,4/24,68.54,5.34,中潮,中潮,小潮
114,114,4/25,80.14,6.34,中潮,小潮,小潮
115,115,4/26,91.43,7.34,小潮,小潮,小潮
116,116,4/27,102.49,8.34,小潮,小潮,小潮
117,117,4/28,113.4,9.34,小潮,長潮,長潮
118,118,4/29,124.24,10.34,長潮,若潮,若潮
119,119,4/30,135.07,11.34,若潮,中潮,中潮
120,120,5/1,145.98,12.34,中潮,中潮,中潮
121,121,5/2,157.03,13.34,中潮,中潮,中潮
122,122,5/3,168.24,14.34,大潮,大潮,大潮
123,123,5/4,179.66,15.34,大潮,大潮,大潮
124,124,5/5,191.31,16.34,大潮,大潮,大潮
125,125,5/6,203.19,17.34,大潮,大潮,大潮
126,126,5/7,215.3,18.34,中潮,大潮,中潮
127,127,5/8,227.64,19.34,中潮,中潮,中潮
128,128,5/9,240.19,20.34,中潮,中潮,中潮
129,129,5/10,252.93,21.34,中潮,小潮,小潮
130,130,5/11,265.87,22.34,小潮,小潮,小潮
131,131,5/12,278.98,23.34,小潮,小潮,小潮
132,132,5/13,292.25,24.34,小潮,長潮,長潮
133,133,5/14,305.64,25.34,長潮,若潮,若潮
134,134,5/15,319.12,26.34,若潮,中潮,中潮
135,135,5/16,332.62,27.34,中潮,中潮,中潮
136,136,5/17,346.05,28.34,中潮,中潮,大潮
137,137,5/18,359.33,29.34,大潮,大潮,大潮
138,138,5/19,12.36,0.95,大潮,大潮,大潮
139,139,5/20,25.08,1.95,大潮,大潮,大潮
140,140,5/21,37.44,2.95,大潮,中潮,中潮
141,141,5/22,49.43,3.95,中潮,中潮,中潮
142,142,5/23,61.06,4.95,中潮,中潮,中潮
143,143,5/24,72.38,5.95,中潮,小潮,小潮
144,144,5/25,83.47,6.95,中潮,小潮,小潮
145,145,5/26,94.4,7.95,小潮,小潮,小潮
146,146,5/27,105.25,8.95,小潮,小潮,長潮
147,147,5/28,116.12,9.95,小潮,長潮,若潮
148,148,5/29,127.09,10.95,長潮,若潮,中潮
149,149,5/30,138.24,11.95,若潮,中潮,中潮
150,150,5/31,149.62,12.95,中潮,中潮,中潮
151,151,6/1,161.28,13.95,中潮,中潮,中潮
152,152,6/2,173.24,14.95,大潮,大潮,大潮
153,153,6/3,185.49,15.95,大潮,大潮,大潮
154,154,6/4,198.02,16.95,大潮,大潮,大潮
155,155,6/5,210.77,17.95,大潮,大潮,大潮
156,156,6/6,223.7,18.95,中潮,中潮,中潮
157,157,6/7,236.75,19.95,中潮,中潮,中潮
158,158,6/8,249.87,20.95,中潮,中潮,小潮
159,159,6/9,263.03,21.95,中潮,小潮,小潮
160,160,6/10,276.21,22.95,小潮,小潮,小潮
161,161,6/11,289.38,23.95,小潮,長潮,長潮
162,162,6/12,302.53,24.95,小潮,若潮,若潮
163,163,6/13,315.63,25.95,長潮,中潮,中潮
164,164,6/14,328.65,26.95,若潮,中潮,中潮
165,165,6/15,341.53,27.95,中潮,中潮,中潮
166,166,6/16,354.22,28.95,中潮,大潮,大潮
167,167,6/17,6.66,0.54,大潮,大潮,大潮
168,168,6/18,18.82,1.54,大潮,大潮,大潮
169,169,6/19,30.67,2.54,大潮,大潮,大潮
170,170,6/20,42.23,3.54,中潮,中潮,中潮
171,171,6/21,53.52,4.54,中潮,中潮,中潮
172,172,6/22,64.59,5.54,中潮,中潮,中潮
173,173,6/23,75.51,6.54,中潮,小潮,小潮
174,174,6/24,86.36,7.54,小潮,小潮,小潮
175,175,6/25,97.24,8.54,小潮,小潮,小潮
176,176,6/26,108.23,9.54,小潮,長潮,長潮
177,177,6/27,119.43,10.54,長潮,長潮,若潮
178,178,6/28,130.91,11.54,若潮,若潮,中潮
179,179,6/29,142.72,12.54,中潮,中潮,中潮
180,180,6/30,154.91,13.54,中潮,中潮,中潮
181,181,7/1,167.47,14.54,大潮,中潮,大潮
182,182,7/2,180.37,15.54,大潮,大潮,大潮
183,183,7/3,193.54,16.54,大潮,大潮,大潮
184,184,7/4,206.9,17.54,大潮,大潮,大潮
185,185,7/5,220.36,18.54,中潮,中潮,中潮
186,186,7/6,233.81,19.54,中潮,中潮,中潮
187,187,7/7,247.2,20.54,中潮,中潮,小潮
188,188,7/8,260.47,21.54,中潮,小潮,小潮
189,189,7/9,273.6,22.54,小潮,小潮,小潮
190,190,7/10,286.58,23.54,小潮,小潮,長潮
191,191,7/11,299.4,24.54,小潮,長潮,若潮
192,192,7/12,312.06,25.54,長潮,中潮,中潮
193,193,7/13,324.55,26.54,若潮,中潮,中潮
194,194,7/14,336.84,27.54,中潮,中潮,中潮
195,195,7/15,348.93,28.54,中潮,大潮,大潮
196,196,7/16,0.78,0.07,大潮,大潮,大潮
197,197,7/17,12.4,1.07,大潮,大潮,大潮
198,198,7/18,23.78,2.07,大潮,大潮,大潮
199,199,7/19,34.95,3.07,中潮,大潮,中潮
200,200,7/20,45.95,4.07,中潮,中潮,中潮
201,201,7/21,56.83,5.07,中潮,中潮,中潮
202,202,7/22,67.66,6.07,中潮,中潮,小潮
203,203,7/23,78.53,7.07,小潮,小潮,小潮
204,204,7/24,89.51,8.07,小潮,小潮,小潮
205,205,7/25,100.7,9.07,小潮,小潮,小潮
206,206,7/26,112.18,10.07,長潮,長潮,長潮
207,207,7/27,124.03,11.07,若潮,若潮,若潮
208,208,7/28,136.3,12.07,中潮,中潮,中潮
209,209,7/29,149.01,13.07,中潮,中潮,中潮
210,210,7/30,162.13,14.07,大潮,中潮,中潮
211,211,7/31,175.61,15.07,大潮,大潮,大潮
212,212,8/1,189.33,16.07,大潮,大潮,大潮
213,213,8/2,203.18,17.07,大潮,大潮,大潮
214,214,8/3,217.02,18.07,中潮,中潮,中潮
215,215,8/4,230.74,19.07,中潮,中潮,中潮
216,216,8/5,244.26,20.07,中潮,中潮,中潮
217,217,8/6,257.52,21.07,中潮,小潮,小潮
218,218,8/7,270.51,22.07,小潮,小潮,小潮
219,219,8/8,283.22,23.07,小潮,小潮,長潮
220,220,8/9,295.66,24.07,小潮,長潮,若潮
221,221,8/10,307.86,25.07,長潮,若潮,中潮
222,222,8/11,319.82,26.07,若潮,中潮,中潮
223,223,8/12,331.56,27.07,中潮,中潮,中潮
224,224,8/13,343.1,28.07,中潮,中潮,大潮
225,225,8/14,354.44,29.07,大潮,大潮,大潮
226,226,8/15,5.62,0.5,大潮,大潮,大潮
227,227,8/16,16.64,1.5,大潮,大潮,大潮
228,228,8/17,27.54,2.5,大潮,大潮,大潮
229,229,8/18,38.37,3.5,中潮,中潮,中潮
230,230,8/19,49.18,4.5,中潮,中潮,中潮
231,231,8/20,60.03,5.5,中潮,中潮,中潮
232,232,8/21,70.99,6.5,中潮,中潮,小潮
233,233,8/22,82.16,7.5,小潮,小潮,小潮
234,234,8/23,93.6,8.5,小潮,小潮,小潮
235,235,8/24,105.4,9.5,小潮,小潮,長潮
236,236,8/25,117.62,10.5,長潮,長潮,若潮
237,237,8/26,130.29,11.5,若潮,若潮,中潮
238,238,8/27,143.42,12.5,中潮,中潮,中潮
239,239,8/28,156.98,13.5,中潮,中潮,中潮
240,240,8/29,170.86,14.5,大潮,大潮,大潮
241,241,8/30,184.95,15.5,大潮,大潮,大潮
242,242,8/31,199.1,16.5,大潮,大潮,大潮
243,243,9/1,213.15,17.5,大潮,大潮,中潮
244,244,9/2,226.98,18.5,中潮,中潮,中潮
245,245,9/3,240.5,19.5,中潮,中潮,中潮
246,246,9/4,253.64,20.5,中潮,小潮,小潮
247,247,9/5,266.4,21.5,中潮,小潮,小潮
248,248,9/6,278.79,22.5,小潮,小潮,小潮
249,249,9/7,290.84,23.5,小潮,長潮,長潮
250,250,9/8,302.58,24.5,小潮,若潮,若潮
251,251,9/9,314.07,25.5,長潮,中潮,中潮
252,252,9/10,325.36,26.5,若潮,中潮,中潮
253,253,9/11,336.47,27.5,中潮,中潮,中潮
254,254,9/12,347.45,28.5,中潮,中潮,大潮
255,255,9/13,358.33,29.5,大潮,大潮,大潮
256,256,9/14,9.16,0.85,大潮,大潮,大潮
257,257,9/15,19.96,1.85,大潮,大潮,大潮
258,258,9/16,30.78,2.85,大潮,大潮,大潮
259,259,9/17,41.67,3.85,中潮,中潮,中潮
260,260,9/18,52.67,4.85,中潮,中潮,中潮
261,261,9/19,63.86,5.85,中潮,中潮,中潮
262,262,9/20,75.28,6.85,中潮,小潮,小潮
263,263,9/21,87.02,7.85,小潮,小潮,小潮
264,264,9/22,99.12,8.85,小潮,小潮,小潮
265,265,9/23,111.64,9.85,小潮,長潮,長潮
266,266,9/24,124.61,10.85,長潮,若潮,若潮
267,267,9/25,138.01,11.85,若潮,中潮,中潮
268,268,9/26,151.79,12.85,中潮,中潮,中潮
269,269,9/27,165.87,13.85,中潮,中潮,大潮
270,270,9/28,180.09,14.85,大潮,大潮,大潮
271,271,9/29,194.32,15.85,大潮,大潮,大潮
272,272,9/30,208.38,16.85,大潮,大潮,大潮
273,273,10/1,222.14,17.85,大潮,中潮,中潮
274,274,10/2,235.5,18.85,中潮,中潮,中潮
275,275,10/3,248.42,19.85,中潮,中潮,小潮
276,276,10/4,260.88,20.85,中潮,小潮,小潮
277,277,10/5,272.92,21.85,中潮,小潮,小潮
278,278,10/6,284.59,22.85,小潮,小潮,長潮
279,279,10/7,295.96,23.85,小潮,長潮,若潮
280,280,10/8,307.09,24.85,小潮,若潮,中潮
281,281,10/9,318.04,25.85,長潮,中潮,中潮
282,282,10/10,328.89,26.85,若潮,中潮,中潮
283,283,10/11,339.69,27.85,中潮,中潮,中潮
284,284,10/12,350.49,28.85,中潮,大潮,大潮
285,285,10/13,1.31,0.12,大潮,大潮,大潮
286,286,10/14,12.21,1.12,大潮,大潮,大潮
287,287,10/15,23.22,2.12,大潮,大潮,大潮
288,288,10/16,34.35,3.12,中潮,大潮,中潮
289,289,10/17,45.66,4.12,中潮,中潮,中潮
290,290,10/18,57.18,5.12,中潮,中潮,中潮
291,291,10/19,68.94,6.12,中潮,中潮,小潮
292,292,10/20,80.99,7.12,小潮,小潮,小潮
293,293,10/21,93.38,8.12,小潮,小潮,小潮
294,294,10/22,106.12,9.12,小潮,小潮,長潮
295,295,10/23,119.24,10.12,長潮,長潮,若潮
296,296,10/24,132.73,11.12,若潮,中潮,中潮
297,297,10/25,146.53,12.12,中潮,中潮,中潮
298,298,10/26,160.55,13.12,中潮,中潮,中潮
299,299,10/27,174.66,14.12,大潮,大潮,大潮
300,300,10/28,188.72,15.12,大潮,大潮,大潮
301,301,10/29,202.55,16.12,大潮,大潮,大潮
302,302,10/30,216.05,17.12,大潮,中潮,中潮
303,303,10/31,229.11,18.12,中潮,中潮,中潮
304,304,11/1,241.69,19.12,中潮,中潮,中潮
305,305,11/2,253.82,20.12,中潮,小潮,小潮
306,306,11/3,265.52,21.12,中潮,小潮,小潮
307,307,11/4,276.87,22.12,小潮,小潮,小潮
308,308,11/5,287.94,23.12,小潮,小潮,長潮
309,309,11/6,298.84,24.12,小潮,長潮,若潮
310,310,11/7,309.63,25.12,長潮,若潮,中潮
311,311,11/8,320.39,26.12,若潮,中潮,中潮
312,312,11/9,331.2,27.12,中潮,中潮,中潮
313,313,11/10,342.09,28.12,中潮,中潮,中潮
314,314,11/11,353.13,29.12,大潮,大潮,大潮
315,315,11/12,4.32,0.38,大潮,大潮,大潮
316,316,11/13,15.69,1.38,大潮,大潮,大潮
317,317,11/14,27.25,2.38,大潮,大潮,大潮
318,318,11/15,39.0,3.38,中潮,中潮,中潮
319,319,11/16,50.96,4.38,中潮,中潮,中潮
320,320,11/17,63.12,5.38,中潮,中潮,中潮
321,321,11/18,75.52,6.38,中潮,小潮,小潮
322,322,11/19,88.16,7.38,小潮,小潮,小潮
323,323,11/20,101.06,8.38,小潮,小潮,小潮
324,324,11/21,114.22,9.38,小潮,長潮,長潮
325,325,11/22,127.64,10.38,長潮,若潮,中潮
326,326,11/23,141.26,11.38,若潮,中潮,中潮
327,327,11/24,155.01,12.38,中潮,中潮,中潮
328,328,11/25,168.77,13.38,中潮,大潮,大潮
329,329,11/26,182.41,14.38,大潮,大潮,大潮
330,330,11/27,195.8,15.38,大潮,大潮,大潮
331,331,11/28,208.84,16.38,大潮,大潮,大潮
332,332,11/29,221.46,17.38,大潮,中潮,中潮
333,333,11/30,233.63,18.38,中潮,中潮,中潮
334,334,12/1,245.39,19.38,中潮,中潮,中潮
335,335,12/2,256.77,20.38,中潮,小潮,小潮
336,336,12/3,267.87,21.38,中潮,小潮,小潮
337,337,12/4,278.76,22.38,小潮,小潮,小潮
338,338,12/5,289.54,23.38,小潮,長潮,長潮
339,339,12/6,300.31,24.38,小潮,若潮,若潮
340,340,12/7,311.14,25.38,長潮,若潮,中潮
341,341,12/8,322.12,26.38,若潮,中潮,中潮
342,342,12/9,333.28,27.38,中潮,中潮,中潮
343,343,12/10,344.67,28.38,中潮,中潮,大潮
344,344,12/11,356.32,29.38,大潮,大潮,大潮
345,345,12/12,8.2,0.69,大潮,大潮,大潮
346,346,12/13,20.31,1.69,大潮,大潮,大潮
347,347,12/14,32.63,2.69,大潮,大潮,中潮
348,348,12/15,45.11,3.69,中潮,中潮,中潮
349,349,12/16,57.73,4.69,中潮,中潮,中潮
350,350,12/17,70.49,5.69,中潮,中潮,小潮
351,351,12/18,83.38,6.69,中潮,小潮,小潮
352,352,12/19,96.39,7.69,小潮,小潮,小潮
353,353,12/20,109.52,8.69,小潮,長潮,長潮
354,354,12/21,122.75,9.69,小潮,若潮,若潮
355,355,12/22,136.05,10.69,長潮,中潮,中潮
356,356,12/23,149.35,11.69,若潮,中潮,中潮
357,357,12/24,162.56,12.69,中潮,中潮,中潮
358,358,12/25,175.6,13.69,中潮,大潮,大潮
359,359,12/26,188.39,14.69,大潮,大潮,大潮
360,360,12/27,200.84,15.69,大潮,大潮,大潮
361,361,12/28,212.93,16.69,大潮,大潮,中潮
362,362,12/29,224.66,17.69,大潮,中潮,中潮
363,363,12/30,236.05,18.69,中潮,中潮,中潮
364,364,12/31,247.16,19.69,中潮,中潮,小潮
